Area Name,2013 Q4 Total businesses,2013 Q4 Dept store sales,2013 Q4 Households with Net Asset Value Up to 25K,2013 Q4 Households with Net Asset Value 25K to 50K,2013 Q4 Households with Net Asset Value 50K to 75K,2013 Q4 Households with Net Asset Value 75K to 100K,2013 Q4 Households with Net Asset Value 100K to 250K,2013 Q4 Households with Net Asset Value 250K to 500K,2013 Q4 Households with Net Asset Value 500K to 750K,2013 Q4 Households with Net Asset Value 750K to 1M,2013 Q4 Households with Net Asset Value 1M to 2M,2013 Q4 Households with Net Asset Value 2M Plus,2013 Q4 Pop Age 0-4,2013 Q4 Pop Age 5-9 ,2013 Q4 Pop Age 10-14,2013 Q4 Pop Age 15-19 ,2013 Q4 Pop Age 20-24,2013 Q4 Pop Age 25-29 ,2013 Q4 Pop Age 30-34,2013 Q4 Pop Age 35-39 ,2013 Q4 Pop Age 40-44,2013 Q4 Pop Age 45-49 ,2013 Q4 Pop Age 50-54,2013 Q4 Pop Age 55-59 ,2013 Q4 Pop Age 60-64,2013 Q4 Pop Age 65-69,2013 Q4 Pop Age 70-74,2013 Q4 Pop Age 75-79,2013 Q4 Pop Age 80-84,2013 Q4 Pop Age 85+,2013 Q4 HHs Age 85+,2013 Q4 HHs Age 75-84,2013 Q4 HHs Age 65-74,2013 Q4 HHs Age 55-64,2013 Q4 HHs Age 45-54,2013 Q4 HHs Age 35-44,2013 Q4 HHs Age 25-34,2013 Q4 HHs Age 15-24 ,2013 Q4 Median HH Age,2013 Q4 Average HH Age,2013 Q4 White Pop Age 0-4,2013 Q4 White Pop Age 5-9,2013 Q4 White Pop Age 10-14,2013 Q4 White Pop Age 15-19,2013 Q4 White Pop Age 20-24,2013 Q4 White Pop Age 25-29,2013 Q4 White Pop Age 30-34,2013 Q4 White Pop Age 35-39,2013 Q4 White Pop Age 40-44,2013 Q4 White Pop Age 45-49,2013 Q4 White Pop Age 50-54,2013 Q4 White Pop Age 55-59,2013 Q4 White Pop Age 60-64,2013 Q4 White Pop Age 65-69,2013 Q4 White Pop Age 70-74,2013 Q4 White Pop Age 75-79,2013 Q4 White Pop Age 80-84,2013 Q4 White Pop Age 85+,2013 Q4 Black Pop Age 0-4,2013 Q4 Black Pop Age 5-9,2013 Q4 Black Pop Age 10-14,2013 Q4 Black Pop Age 15-19,2013 Q4 Black Pop Age 20-24,2013 Q4 Black Pop Age 25-29,2013 Q4 Black Pop Age 30-34,2013 Q4 Black Pop Age 35-39,2013 Q4 Black Pop Age 40-44,2013 Q4 Black Pop Age 45-49,2013 Q4 Black Pop Age 50-54,2013 Q4 Black Pop Age 55-59,2013 Q4 Black Pop Age 60-64,2013 Q4 Black Pop Age 65-69,2013 Q4 Black Pop Age 70-74,2013 Q4 Black Pop Age 75-79,2013 Q4 Black Pop Age 80-84,2013 Q4 Black Pop Age 85+,2013 Q4 Asian Pop Age 0-4,2013 Q4 Asian Pop Age 5-9,2013 Q4 Asian Pop Age 10-14,2013 Q4 Asian Pop Age 15-19,2013 Q4 Asian Pop Age 20-24,2013 Q4 Asian Pop Age 25-29,2013 Q4 Asian Pop Age 30-34,2013 Q4 Asian Pop Age 35-39,2013 Q4 Asian Pop Age 40-44,2013 Q4 Asian Pop Age 45-49,2013 Q4 Asian Pop Age 50-54,2013 Q4 Asian Pop Age 55-59,2013 Q4 Asian Pop Age 60-64,2013 Q4 Asian Pop Age 65-69,2013 Q4 Asian Pop Age 70-74,2013 Q4 Asian Pop Age 75-79,2013 Q4 Asian Pop Age 80-84,2013 Q4 Asian Pop Age 85+,2013 Q4 Hispanic Pop Age 0-4,2013 Q4 Hispanic Pop Age 5-9 ,2013 Q4 Hispanic Pop Age 10-14,2013 Q4 Hispanic Pop Age 15-19 ,2013 Q4 Hispanic Pop Age 20-24,2013 Q4 Hispanic Pop Age 25-29 ,2013 Q4 Hispanic Pop Age 30-34,2013 Q4 Hispanic Pop Age 35-39 ,2013 Q4 Hispanic Pop Age 40-44,2013 Q4 Hispanic Pop Age 45-49 ,2013 Q4 Hispanic Pop Age 50-54,2013 Q4 Hispanic Pop Age 55-59 ,2013 Q4 Hispanic Pop Age 60-64,2013 Q4 Hispanic Pop Age 65-69,2013 Q4 Hispanic Pop Age 70-74,2013 Q4 Hispanic Pop Age 75-79,2013 Q4 Hispanic Pop Age 80-84,2013 Q4 Hispanic Pop Age 85+,2013 Q4 No High School Diploma,2013 Q4 High School Diploma,2013 Q4 Some College,2013 Q4 Bachelors Degree,2013 Q4 Advanced Degree
BINGHAMTON (502),"17,307","$694,314 ","89,579","12,963","6,369","5,210","13,758","6,457","1,952","1,090","1,261","1,279","18,793","18,466","19,806","23,346","25,190","21,827","18,843","17,287","19,453","23,304","26,651","25,705","23,045","18,337","13,995","10,959","8,543","9,859","6,481","13,146","20,276","28,822","28,037","19,519","17,858","5,779",54.6,53.9,"15,695","16,103","17,811","20,891","21,262","19,006","16,865","15,921","18,393","22,232","25,581","24,732","22,246","17,652","13,438","10,544","8,263","9,248",993,"1,078","1,037","1,301","1,274","1,097",963,709,623,675,670,552,400,229,173,105,79,62,387,388,376,827,"1,517","1,138",671,459,386,396,389,363,273,184,151,86,53,38,"1,178",981,928,"1,451","1,308",666,616,502,483,494,482,320,238,170,132,79,78,51,"27,356","83,717","70,455","30,755","25,525"
MACON (503),"28,974","$1,328,763 ","174,671","21,054","10,003","7,645","18,471","8,054","2,439","1,402","1,590","1,816","43,396","43,366","43,612","46,477","48,334","45,604","43,041","40,829","41,568","45,656","47,472","44,237","39,258","30,692","22,779","16,718","11,578","11,282","7,346","18,753","32,787","47,773","49,793","41,087","37,769","11,837",51.6,51.4,"21,275","21,721","22,094","23,120","24,677","24,509","23,151","23,109","24,176","27,247","28,878","27,406","25,696","20,789","15,848","11,820","8,208","7,596","19,523","19,705","19,989","22,132","20,960","19,350","18,387","16,579","16,453","17,683","17,882","15,980","12,732","9,133","6,313","4,275","2,837","2,769",584,724,601,599,692,767,809,899,874,717,686,624,477,288,175,86,39,23,"2,975","2,536","2,045","2,128","2,561","2,932","2,669","2,150","1,764","1,503","1,036",715,503,270,224,163,90,61,"84,991","159,692","115,380","50,224","30,427"
PHILADELPHIA (504),"409,130","$13,969,993 ","1,584,841","295,144","162,967","131,142","394,182","214,462","82,033","45,910","65,607","78,891","503,189","497,238","511,894","548,646","560,334","541,877","511,816","486,968","523,861","574,786","600,118","556,271","482,244","368,363","266,896","202,996","160,741","187,861","119,399","236,953","383,866","586,950","626,091","512,606","456,935","132,379",51.8,51.9,"309,729","319,979","343,041","376,745","379,525","377,623","360,983","346,473","385,778","437,853","469,361","441,876","386,436","294,664","214,080","166,556","135,794","159,598","116,159","117,420","122,393","133,664","122,610","110,584","106,013","101,939","105,668","107,956","104,874","90,995","73,183","52,602","37,786","27,606","19,354","19,445","28,367","29,183","26,182","26,426","28,470","34,825","36,302","35,558","31,403","28,384","25,148","21,566","17,557","12,468","8,277","5,052","2,948","2,376","89,890","81,095","74,037","77,077","76,673","73,768","68,569","60,887","55,647","47,487","37,397","26,661","20,166","12,713","8,712","5,986","3,778","2,668","696,716","1,740,080","1,325,470","1,030,695","671,837"
DETROIT (505),"231,210","$6,800,785 ","1,108,792","170,833","87,936","74,731","202,745","111,598","41,272","24,268","32,774","42,039","290,529","297,872","320,480","337,964","326,947","298,094","288,295","293,354","323,590","349,960","367,349","347,229","302,147","226,652","158,449","115,407","90,757","104,430","69,901","138,548","239,067","378,644","395,718","325,148","267,423","82,539",51.9,51.8,"183,468","198,653","220,778","231,243","216,528","205,276","203,044","206,979","238,059","268,948","287,534","271,764","234,482","174,995","122,730","90,947","73,672","83,334","71,107","73,179","79,252","88,807","80,340","66,772","64,774","68,302","69,614","67,824","68,743","64,877","54,893","37,848","24,331","17,856","13,303","14,384","13,648","13,947","12,305","11,498","12,427","14,225","16,720","16,992","15,052","12,533","10,330","8,598","7,639","5,529","3,594","1,995","1,212",954,"22,058","21,554","18,974","17,524","15,434","15,678","16,006","14,742","12,178","10,567","8,610","6,540","4,560","2,995","2,086","1,701","1,363",955,"385,375","923,674","1,021,289","554,090","381,285"
BOSTON (MANCHR) (506),"370,544","$8,816,491 ","1,226,860","250,174","135,454","113,463","345,729","196,484","76,007","42,074","59,609","69,066","381,517","369,551","385,354","421,697","440,470","442,184","417,706","398,829","433,882","480,707","495,356","454,655","397,593","302,433","214,081","159,709","125,184","148,865","95,650","187,048","314,137","484,117","523,672","428,113","378,497","103,686",51.6,51.7,"279,658","290,137","316,711","348,499","348,579","355,221","339,055","327,359","370,495","422,760","443,999","411,640","362,315","274,923","194,154","146,574","116,333","137,721","34,718","33,992","34,586","39,678","38,323","35,471","35,315","33,286","33,075","32,062","29,220","23,656","18,414","12,655","8,695","6,063","4,164","3,975","27,601","26,059","22,133","23,807","29,338","36,996","38,527","36,463","29,598","25,393","21,314","17,504","13,607","9,518","6,610","4,483","2,907","2,625","54,163","48,637","47,422","53,539","53,252","49,755","47,220","41,400","38,149","33,631","25,981","19,000","13,894","8,827","6,163","4,136","2,501","1,937","425,720","1,140,511","1,078,191","1,043,352","783,410"
SAVANNAH (507),"46,210","$1,786,420 ","227,421","30,819","14,467","11,642","28,273","14,994","5,432","3,386","5,248","8,605","65,371","62,280","59,025","63,158","75,781","72,996","64,247","57,324","55,206","56,790","58,083","55,499","52,557","44,779","33,737","23,731","15,861","15,313","10,003","26,131","48,367","63,289","63,718","58,701","61,271","18,807",50.7,50.7,"37,115","35,237","33,694","36,133","46,602","47,202","41,151","37,969","36,641","38,017","39,331","38,710","38,557","34,222","26,401","18,603","12,363","11,545","22,785","22,070","21,761","24,367","25,268","23,140","20,407","17,410","17,302","17,606","17,676","15,760","13,030","9,467","6,424","4,419","3,050","3,050",863,907,858,905,"1,321","1,516","1,348","1,264","1,044","1,019",946,817,647,484,290,164,94,61,"9,297","7,292","5,506","5,816","8,343","8,401","7,231","5,853","4,261","3,096","2,350","1,507","1,019",646,425,241,169,133,"88,891","196,452","171,230","96,455","53,095"
PITTSBURGH (508),"150,455","$5,905,694 ","726,548","121,538","61,981","48,779","125,314","57,990","18,360","9,918","12,370","14,888","154,885","148,957","156,317","178,248","194,557","184,044","168,151","157,742","171,678","191,912","216,384","216,837","195,112","148,657","111,941","88,120","73,926","87,440","59,012","110,926","165,243","245,487","229,719","175,574","162,329","49,396",54.2,53.6,"121,007","123,738","133,616","152,885","163,681","159,584","146,709","139,411","155,360","176,022","200,092","201,754","181,945","138,534","104,711","82,906","69,942","82,064","15,618","15,444","16,335","19,764","18,155","15,213","13,667","13,039","12,683","13,118","13,951","13,143","11,007","7,727","5,459","4,165","3,283","3,409","3,560","3,339","2,680","2,989","4,861","5,761","5,628","4,610","3,518","2,733","2,322","1,863","1,735","1,254",826,510,326,219,"4,287","3,694","3,193","3,962","4,294","3,595","3,045","2,657","2,249","2,045","1,725","1,301",948,636,490,413,315,280,"193,280","758,018","499,292","346,665","214,689"
FT. WAYNE (509),"32,484","$1,226,085 ","175,905","28,002","13,439","10,720","26,982","12,204","3,555","1,869","2,264","2,322","48,070","50,446","51,774","51,836","47,352","44,232","44,011","43,446","44,819","47,776","50,899","49,102","43,223","33,039","23,887","17,604","13,623","15,880","10,554","21,125","35,755","54,681","55,475","46,980","40,437","12,255",52,51.9,"40,376","42,640","44,457","45,282","40,647","39,372","39,515","39,210","40,910","44,170","47,575","46,071","40,483","30,620","22,129","16,474","12,811","14,479","4,243","4,216","4,261","4,602","3,420","3,167","3,234","2,998","2,848","2,828","2,710","2,411","1,832","1,249",836,562,362,331,"1,104","1,249","1,107",991,748,798,960,"1,019",956,741,572,475,398,258,155,99,44,39,"5,085","4,643","3,933","3,386","2,825","2,986","3,161","2,803","2,187","1,670","1,471","1,042",675,454,274,202,148,109,"57,107","176,947","141,385","63,427","32,675"
CLEVELAND (510),"186,705","$6,265,055 ","942,478","143,136","71,896","59,128","159,608","81,609","27,708","15,809","19,919","23,747","223,758","229,429","245,598","259,473","244,467","227,985","221,228","217,672","237,850","263,850","289,348","281,484","251,844","191,657","141,867","108,499","85,661","99,526","66,669","131,993","210,148","316,394","310,335","242,305","205,157","62,037",53.5,53.1,"161,857","173,632","190,334","201,917","186,556","179,707","177,822","177,448","199,028","223,899","246,979","241,450","217,372","164,886","122,333","94,097","74,959","86,434","40,284","41,356","44,086","48,419","40,009","36,001","34,551","33,594","33,674","35,689","38,631","36,277","29,803","20,780","15,128","11,672","8,638","8,530","4,352","4,235","3,933","3,957","4,653","5,864","6,301","5,630","4,683","4,173","3,661","3,325","2,987","2,214","1,473",873,529,394,"15,594","14,208","13,405","12,890","10,918","10,607","9,945","8,828","8,049","7,404","6,437","4,823","3,632","2,298","1,661","1,246",928,737,"316,926","914,618","732,807","412,271","241,849"
WASH  DC (HAG) (511),"321,798","$10,662,468 ","1,255,470","244,561","134,406","107,890","329,604","187,309","75,788","44,308","66,301","86,870","455,638","439,861","433,139","435,762","433,870","482,682","499,520","479,258","491,297","509,415","497,090","442,430","378,655","281,945","193,728","132,796","93,129","102,868","66,010","145,834","283,913","459,417","534,320","499,984","440,302","102,727",49.2,49.7,"256,883","252,684","254,441","257,074","253,874","307,466","321,888","300,350","311,183","332,703","333,626","303,903","263,676","196,045","133,748","93,289","67,540","75,559","109,493","111,414","116,762","125,460","111,305","112,121","117,458","119,468","126,729","129,997","121,901","102,042","81,639","56,171","37,325","24,932","16,581","16,683","38,882","39,572","35,155","33,186","32,465","44,212","53,988","57,012","51,596","45,475","40,199","33,276","27,085","19,301","12,973","7,981","4,649","3,886","89,524","75,583","66,469","65,269","74,827","91,320","91,540","79,179","67,173","55,135","41,234","27,962","18,700","11,693","7,578","4,824","3,191","2,468","498,271","1,001,847","1,068,590","1,069,917","946,188"
AUGUSTA (520),"31,698","$1,228,755 ","178,536","24,263","11,604","8,988","22,706","11,059","3,634","2,078","2,768","3,528","45,647","46,292","47,360","48,444","48,933","47,810","45,029","42,172","42,866","46,940","49,717","48,287","43,963","35,042","25,377","18,157","12,693","12,252","8,061","20,596","37,348","53,611","53,078","43,885","40,647","11,938",52.2,51.8,"22,510","23,498","24,626","25,132","25,396","26,170","25,279","24,645","25,650","28,723","30,868","30,488","28,786","23,824","17,408","12,807","9,021","8,147","19,995","20,501","20,798","21,897","20,064","19,039","18,027","16,236","16,269","17,307","17,939","16,759","14,015","9,983","6,545","4,399","2,903","2,859",597,615,625,659,728,938,"1,025",903,835,812,812,873,811,572,323,206,116,71,"3,577","2,961","2,472","2,751","3,318","3,306","2,753","2,251","1,830","1,567","1,235",900,576,416,262,212,131,111,"82,615","153,358","132,819","64,754","36,759"
PROVIDNC-N. BED (521),"80,958","$2,237,507 ","341,377","64,677","33,425","27,127","77,850","40,487","14,020","7,356","9,916","10,952","92,703","90,773","94,758","108,226","117,424","105,573","96,641","94,381","104,977","116,504","121,022","112,739","98,688","76,282","54,124","40,557","33,447","42,996","28,265","49,491","80,502","121,992","129,327","102,927","87,500","27,183",52.4,52.5,"69,942","72,191","78,572","90,917","97,303","89,415","82,943","82,794","94,369","106,800","112,168","105,317","92,659","71,585","50,623","38,547","32,105","41,182","8,255","8,011","8,194","9,701","9,026","7,654","7,461","6,969","6,962","6,608","6,082","4,667","3,201","2,113","1,495","1,069",760,745,"2,999","3,110","2,820","3,594","4,465","4,769","4,088","3,510","3,050","2,743","2,389","1,897","1,534",964,712,407,262,210,"18,117","16,836","16,134","17,826","16,083","14,429","13,423","12,101","11,387","9,723","7,562","5,452","4,003","2,564","1,738","1,171",717,566,"184,934","309,960","282,263","199,124","121,650"
COLUMBUS  GA (522),"26,109","$1,342,230 ","170,686","17,479","8,762","6,504","15,994","7,268","2,317","1,317","1,634","1,787","41,094","38,767","38,897","43,562","53,662","48,457","41,075","37,058","36,283","37,947","38,876","36,804","32,879","25,819","18,790","13,744","9,795","9,645","6,543","16,268","28,627","42,097","43,843","39,370","42,436","14,564",49.7,49.8,"20,383","19,819","19,831","23,065","31,802","29,927","23,357","21,009","21,025","22,304","22,855","22,124","20,963","17,218","12,680","9,256","6,677","6,495","16,890","16,766","17,517","18,893","18,131","16,535","15,673","14,434","14,071","14,742","15,199","13,948","11,276","7,965","5,531","3,949","2,690","2,495",702,701,616,711,951,"1,083","1,136","1,029",824,660,639,538,452,328,186,136,95,37,"3,654","2,946","2,271","2,587","3,865","3,700","3,033","2,317","1,676","1,317","1,106",786,518,317,218,160,123,77,"69,778","117,170","116,223","50,611","33,390"
BURLNGTN-PLTBRG (523),"56,245","$1,371,492 ","204,862","36,010","17,832","13,939","36,991","17,671","5,572","2,765","3,427","3,643","45,275","44,110","47,113","57,032","62,313","54,549","49,251","47,535","52,681","60,703","67,074","65,718","59,278","45,505","32,244","23,244","17,213","19,224","12,802","27,275","48,571","73,216","70,405","51,686","44,382","14,375",53.7,53,"39,814","40,979","44,545","53,402","55,025","50,445","45,627","44,653","50,383","58,584","65,339","64,305","58,009","44,112","30,705","22,132","16,387","17,708",766,794,798,"1,195","1,882","1,867","1,827","1,477","1,211","1,138",889,561,303,159,95,65,33,41,707,822,866,"1,241","1,555","1,258","1,093","1,102",852,722,567,461,379,252,138,90,62,45,"1,192","1,167","1,081","1,777","2,007","1,414","1,323","1,102","1,001",891,738,543,412,224,141,136,91,100,"60,722","192,788","152,228","112,447","76,034"
YOUNGSTOWN (536),"30,161","$1,380,140 ","178,336","25,116","12,325","9,815","23,888","10,534","3,140","1,666","1,904","1,894","35,595","36,930","40,184","42,851","40,410","36,491","35,589","36,489","39,799","44,015","50,121","51,013","46,936","36,393","27,509","21,479","17,821","20,846","13,699","26,339","39,619","57,043","51,609","39,022","31,276","10,011",55.4,54.7,"28,301","30,311","33,671","35,936","33,539","31,033","30,518","31,830","35,665","39,988","45,553","46,546","43,122","33,428","25,360","19,759","16,500","19,066","4,599","4,716","5,099","5,822","4,648","4,096","4,235","4,152","3,755","3,726","4,294","4,149","3,291","2,258","1,730","1,454","1,120",996,225,277,231,261,299,279,352,340,293,275,227,233,223,196,115,65,32,21,"1,747","1,635","1,498","1,514","1,219","1,392","1,332","1,227","1,084",992,972,641,454,306,235,234,173,123,"59,395","203,259","117,814","55,941","28,092"
BANGOR (537),"21,085","$617,712 ","101,934","12,685","6,666","5,039","12,226","5,036","1,335",664,765,680,"18,247","18,153","19,081","21,710","23,314","20,541","18,599","18,768","21,110","24,399","27,374","27,644","26,136","20,693","14,905","11,057","8,139","8,410","5,699","13,128","22,574","32,074","29,221","21,186","17,444","5,704",55,54,"16,314","17,126","18,105","20,533","21,281","19,634","17,970","18,281","20,676","24,006","27,027","27,331","25,801","20,021","14,174","10,572","7,758","7,605",210,180,237,341,341,176,125,107,106,96,88,64,55,30,20,20,14,15,176,180,145,416,265,209,214,227,202,174,143,123,103,62,38,33,19,10,477,421,363,399,374,295,263,197,190,217,172,126,111,75,65,41,26,35,"26,393","91,585","72,088","36,916","20,793"
ROCHESTER  NY (538),"53,159","$1,860,660 ","228,601","39,390","20,154","17,454","47,415","25,337","8,745","4,990","6,367","7,645","59,973","58,949","62,624","71,209","75,915","68,251","59,932","55,509","62,770","71,698","76,336","72,184","64,052","49,508","34,942","25,952","20,363","25,298","16,552","31,313","53,334","80,932","83,260","63,583","58,614","18,510",52.5,52.2,"41,207","43,122","47,689","55,243","56,970","53,840","47,535","44,868","52,441","61,703","67,245","64,384","57,513","44,112","31,158","23,640","18,886","23,526","10,818","10,982","11,445","12,443","10,694","9,008","8,392","7,942","8,374","8,268","7,626","6,418","5,160","3,719","2,514","1,598",941,890,"1,821","1,900","1,799","2,188","2,858","3,049","2,744","2,401","1,885","1,696","1,405","1,215","1,069",761,470,279,183,133,"7,435","6,908","6,550","6,797","6,039","5,187","4,714","4,260","4,098","3,616","3,032","2,264","1,687","1,089",796,550,344,259,"76,526","185,370","199,132","128,567","97,200"
TAMPA-ST P(SAR) (539),"222,115","$10,385,184 ","1,155,349","159,859","82,329","65,960","180,342","98,966","34,599","20,530","27,053","34,736","251,215","248,255","257,174","262,455","263,686","262,361","257,167","254,790","274,720","302,180","316,653","305,373","299,548","266,723","219,450","173,609","133,790","143,890","94,825","203,867","298,889","350,545","339,216","275,076","232,063","65,242",55.5,54.9,"175,173","181,524","194,082","200,441","198,272","207,120","206,252","207,493","229,806","258,552","274,918","269,364","269,408","243,269","202,672","162,391","126,188","135,944","42,898","43,588","44,827","47,061","40,601","39,011","37,445","35,154","34,362","34,738","33,404","27,650","21,516","15,082","10,787","7,395","4,921","4,292","7,386","8,065","7,441","6,726","6,649","8,495","10,223","11,123","10,055","8,533","7,723","6,797","5,650","4,340","2,986","1,843","1,025",628,"67,771","63,486","60,610","59,488","57,121","57,396","55,903","53,465","49,540","45,756","36,214","28,134","23,319","17,547","13,491","10,224","7,065","5,545","437,187","1,021,629","957,357","520,382","273,699"
NRFLK-PRT-NP NW (544),"87,967","$4,145,060 ","429,112","73,428","36,432","30,193","79,480","41,588","14,646","8,374","11,190","13,140","127,481","122,535","121,628","129,471","151,881","149,700","132,685","117,833","119,751","133,318","140,403","128,849","110,843","86,229","63,021","46,079","33,010","34,371","22,604","52,578","92,216","139,303","150,096","122,836","122,549","35,401",50.9,50.8,"66,265","64,094","66,019","71,992","86,327","91,271","81,334","72,604","75,328","86,216","92,093","85,468","75,976","59,578","43,569","32,297","23,587","23,925","43,290","44,392","45,476","50,166","50,914","48,173","43,230","37,961","38,744","42,104","43,389","38,242","29,390","20,899","15,268","10,963","7,631","7,712","3,245","3,699","3,662","3,865","4,694","5,279","5,338","5,235","4,931","4,527","4,509","4,495","3,857","2,735","1,746","1,093",631,418,"12,521","10,105","8,882","8,832","13,710","12,158","9,609","7,496","6,117","5,358","4,151","2,574","1,723","1,112",817,581,394,314,"152,823","356,444","435,894","220,172","130,759"
