Area Name,2013 Q4 Total businesses,2013 Q4 Households with Net Asset Value Up to 25K,2013 Q4 Households with Net Asset Value 25K to 50K,2013 Q4 Households with Net Asset Value 50K to 75K,2013 Q4 Households with Net Asset Value 100K to 250K,2013 Q4 Households with Net Asset Value 75K to 100K,2013 Q4 Male Age 15-19 ,2013 Q4 Male Age 20-24,2013 Q4 Male Age 25-29 ,2013 Q4 Male Age 30-34,2013 Q4 Male Age 35-39 ,2013 Q4 Male Age 40-44 ,2013 Q4 Male Age 45-49,2013 Q4 Male Age 50-54,2013 Q4 Male Age 55-59 ,2013 Q4 Male Age 60-64,2013 Q4 Male Age 65-69 ,2013 Q4 Female Age 20-24,2013 Q4 Female Age 15-19 ,2013 Q4 Female Age 25-29 ,2013 Q4 Female Age 30-34,2013 Q4 Female Age 35-39 ,2013 Q4 Female Age 40-44,2013 Q4 Female Age 45-49 ,2013 Q4 Female Age 50-54,2013 Q4 Female Age 55-59,2013 Q4 Female Age 60-64 ,2013 Q4 Female Age 65-69,2013 Q4 Average HH Income Age15-24,2013 Q4 Average HH Income Age 25-34,2013 Q4 Average HH Income Age 35-44,2013 Q4 Average HH Income Age 45-54,2013 Q4 Average HH Income Age 55-64,2013 Q4 Average HH Income Age 65-74,2013 Q4 HHs Age 15-24 Income 20k-25k,2013 Q4 HHs Age 15-24 Income 15k-20k,2013 Q4 HHs Age 15-24 Income 25k-30k,2013 Q4 HHs Age 15-24 Income 30k-35k,2013 Q4 HHs Age 15-24 Income 35k-40k,2013 Q4 HHs Age 15-24 Income 45k-50k ,2013 Q4 HHs Age 15-24 Income 40k-45k,2013 Q4 HHs Age 15-24 Income 50k-60k,2013 Q4 HHs Age 15-24 Income 60k-75k,2013 Q4 HHs Age 15-24 Income 75k-100k,2013 Q4 HHs Age 15-24 Income 100k-125k,2013 Q4 HHs Age 15-24 Income 125k-150k,2013 Q4 HHs Age 15-24 Income 10k-15k,2013 Q4 HHs Age 15-24 Income 150k-200k,2013 Q4 HHs Age 15-24 Income Above 200k,2013 Q4 Median White Pop Age,2013 Q4 Median African American Pop Age,2013 Q4 Median Asian Pop Age,2013 Q4 Owner Occupied HUs,2013 Q4 Renter Occupied HUs,2013 Q4 Vacant HUs,2013 Q4 Seasonal HUs,2013 Q4 Unemployed,2013 Q4 Male Unemployed,2013 Q4 Female Unemployed,2013 Q4 Pop,2013 Q4 HHs,2013 Q4 Group Quarters,2013 Q4 HUs,HH Growth 2013 Q4 To 2018 Q4,2013 Q4 Median HH Age,2013 Q4 Median HH Income,2013 Q4 Median HU Value,Pop Growth 2013 Q4 To 2018 Q4,2013 Q4 Pop Below Age 19,2013 Q4 Pop Age 20-64,2013 Q4 Pop Age 65+,2013 Q4 White ,2013 Q4 Black ,2013 Q4 Hispanic ,2013 Q4 Native American ,2013 Q4 Asian ,2013 Q4 Pacific Islander,2013 Q4 Two Or More Races,2013 Q4 Hispanic HHs,2013 Q4 White Households,2013 Q4 African American Households,2013 Q4 Asian Households,2018 Q4 Pop,2018 Q4 HHs,2018 Q4 Group Quarters,2018 Q4 HUs,2018 Q4 Median HH Age,2018 Q4 Median HH Income,2018 Q4 Median HU Value,2018 Q4 Pop Below Age 19,2018 Q4 Pop Age 20-64,2018 Q4 Pop Age 65+,2018 Q4 White ,2018 Q4 Black ,2018 Q4 Hispanic ,2018 Q4 Native American ,2018 Q4 Asian ,2018 Q4 Pacific Islander ,2018 Q4 Two Or More Races,2018 Q4 Hispanic HHs,2018 Q4 White Households,2018 Q4 African American Households,2018 Q4 Asian Households,2010 Census Pop,2010 Census HHs ,2010 Census Group Quarters,2010 Census HUs,HH Growth 2010 Census To 2013 Q4,2010 Census Median HH Age,2010 Census Median HH Income,2010 Census Median HU Value,Pop Growth 2010 Census To 2013 Q4,2010 Census Pop Age Below 19,2010 Census Pop Age 20-64,2010 Census Pop Age 65+,2010 Census White ,2010 Census Black ,2010 Census Hispanic ,2010 Census Native American ,2010 Census Asian ,2010 Census Pacific Islander ,2010 Census Two Or More Races,2010 Census Hispanic HHs,2010 Census White Households,2010 Census African American Households,2010 Census Asian Households,2000 Census Pop,2000 Census HHs ,2000 Census Group Quarters,2013 Q4 HUs,2013 Q4 Owner Occupied HUs,2013 Q4 Renter Occupied HUs,2013 Q4 HU Value Less Than 100k,2013 Q4 HU Value 100k-200k,2013 Q4 HU Value 200k-300k,2013 Q4 HU Value 300k-400k,2013 Q4 HU Value 400k-500k ,2013 Q4 HU Value 500k-1mil,2013 Q4 HU Value Above 1mil,2018 Q4 HUs,2018 Q4 Owner Occupied HUs,2018 Q4 Renter Occupied HUs,2018 Q4 HU Value Less Than 100k,2018 Q4 HU Value 100k-200k,2018 Q4 HU Value 200k-300k,2018 Q4 HU Value 300k-400k,2018 Q4 HU Value 400k-500k ,2018 Q4 HU Value 500k-1mil,2018 Q4 HU Value Above 1mil,2010 Census HUs,2010 Census Owner Occupied HUs,2010 Census Renter Occupied HUs,2010 Census HU Value Less Than 100k,2010 Census HU Value 100k-200k,2010 Census HU Value 200k-300k,2010 Census HU Value 300k-400k,2010 Census HU Value 400k-500k ,2010 Census HU Value 500k-1mil,2010 Census HU Value Above 1mil
WASH  DC (HAG) (511),"321,798","1,255,470","244,561","134,406","329,604","107,890","222,891","219,746","239,793","245,945","235,346","240,591","249,183","242,435","212,598","179,907","132,570","214,124","212,871","242,889","253,575","243,912","250,706","260,232","254,655","229,832","198,748","149,375","$102,560 ","$100,176 ","$106,506 ","$111,629 ","$112,567 ","$111,462 ","3,484","3,188","3,146","3,585","3,391","3,034","3,658","6,923","9,269","14,142","11,566","7,851","3,271","9,826","10,817",39.2,35.6,36.1,"1,645,376","887,131","140,859","28,708","214,546","114,036","100,510","6,783,083","2,532,507","132,064","2,673,366",8%,49.2,"$84,718 ","$351,529 ",8%,1764400,4214217,804466,"4,315,932","1,637,481","873,669","45,289","580,893","8,279","195,209","218,458","1,674,003","609,699","184,984","7,292,842","2,727,173","132,064","2,875,384",51,"$85,784 ","$353,618 ",1869791,4368171,1054880,"4,639,034","1,755,398","946,374","48,888","629,657","8,945","210,920","237,035","1,803,843","653,349","200,270","6,423,655","2,396,451","129,375","2,583,868",6%,48.7,"$80,558 ","$353,390 ",6%,1693647,4051147,678861,"4,104,713","1,551,208","805,740","42,492","538,820","6,971","179,451","200,696","1,592,707","576,114","170,101","5,501,963","2,071,812","107,233","2,673,366","1,645,376","887,131","79,219","232,838","339,893","331,337","205,544","386,442","70,103","2,875,384","1,765,057","962,116","82,544","245,734","362,939","356,801","222,428","418,686","75,925","2,583,868","1,565,436","831,015","74,654","194,064","342,210","321,760","211,120","357,854","63,774"
BALTIMORE (512),"146,879","599,355","101,500","55,736","140,744","45,641","98,820","101,811","101,432","94,954","87,430","92,849","103,515","107,377","98,263","85,059","63,923","99,446","94,656","103,425","100,001","94,210","100,736","111,728","116,886","107,917","95,255","73,616","$83,288 ","$79,688 ","$87,142 ","$91,757 ","$92,071 ","$91,629 ","2,125","2,066","1,997","2,247","1,723","1,654","1,855","3,847","4,602","6,205","4,601","3,181","2,155","3,200","3,046",42.1,34.3,34.3,"759,672","377,284","96,369","11,177","116,796","64,061","52,735","2,968,467","1,136,956","73,787","1,233,325",3%,51.3,"$67,480 ","$285,990 ",3%,748184,1802294,417989,"1,928,371","823,434","141,003","11,654","135,610","2,399","66,999","36,292","768,484","305,250","42,977","3,060,119","1,172,062","73,787","1,268,810",52.9,"$68,304 ","$287,328 ",759878,1790792,509449,"1,992,568","841,413","145,913","12,018","142,242","2,470","69,408","37,493","794,505","311,442","44,802","2,902,642","1,112,112","72,825","1,216,962",2%,50.7,"$64,974 ","$285,920 ",2%,749999,1780489,372154,"1,892,335","806,470","131,957","11,077","127,134","1,986","63,640","33,936","754,479","299,112","39,948","2,721,727","1,038,353","58,821","1,233,325","759,672","377,284","57,636","147,910","202,684","148,412","83,437","102,748","16,845","1,268,810","783,838","388,224","58,888","150,694","208,793","153,791","86,803","107,390","17,479","1,216,962","744,982","367,130","53,357","132,647","217,045","143,863","74,480","107,914","15,676"
AUGUSTA (520),"31,698","178,536","24,263","11,604","22,706","8,988","25,191","25,080","24,106","22,465","20,870","20,858","22,654","23,857","22,863","20,732","16,407","23,853","23,253","23,704","22,564","21,302","22,008","24,286","25,860","25,424","23,231","18,635","$53,944 ","$53,470 ","$56,318 ","$57,566 ","$57,819 ","$57,486 ",820,870,691,652,566,490,642,"1,043","1,146","1,201",701,372,878,327,168,41.8,32.9,38.2,"182,960","86,204","37,955","6,477","30,429","16,526","13,903","706,981","269,164","24,927","307,119",2%,52.2,"$42,306 ","$123,922 ",3%,187743,415717,103521,"412,978","265,535","30,629","2,878","11,521",916,"13,153","7,939","165,217","95,482","4,005","724,621","275,662","24,927","313,302",53.5,"$43,012 ","$126,110 ",186427,413607,124587,"427,215","267,566","31,697","2,968","12,261",954,"13,657","8,246","170,663","96,112","4,237","693,227","264,606","23,530","302,038",2%,51.4,"$41,298 ","$119,729 ",2%,190983,411241,91003,"403,083","263,591","28,054","2,631","10,641",822,"12,459","7,257","162,055","94,884","3,628","638,630","236,524","21,238","307,119","182,960","86,204","75,502","66,791","21,452","9,641","4,520","4,034","1,020","313,302","187,866","87,796","75,802","69,441","22,548","10,160","4,667","4,191","1,057","302,038","179,489","85,117","77,882","60,128","23,817","8,870","3,210","4,827",755
PROVIDNC-N. BED (521),"80,958","341,377","64,677","33,425","77,850","27,127","54,886","59,146","52,943","47,872","46,287","51,178","56,763","58,531","54,279","47,240","35,995","58,278","53,340","52,630","48,769","48,094","53,799","59,741","62,491","58,460","51,448","40,287","$71,445 ","$67,686 ","$72,162 ","$76,405 ","$77,073 ","$76,454 ","1,502","1,441","1,309","1,273","1,162","1,080","1,196","1,993","2,516","3,236","2,445","1,371","1,748","1,434","1,119",42.2,29.1,30,"386,347","240,840","65,182","16,821","83,508","47,674","35,834","1,601,815","627,187","57,886","692,369",0%,52.4,"$56,043 ","$269,661 ",0%,386460,967949,247406,"1,409,432","98,973","169,832","12,653","43,523","2,163","35,071","47,904","566,759","31,591","13,195","1,603,641","627,823","57,886","690,550",53.9,"$56,880 ","$269,880 ",381639,938779,283223,"1,410,610","99,411","170,561","12,685","43,627","2,170","35,138","48,150","566,857","31,737","13,157","1,600,852","626,610","58,531","693,923",0%,51.5,"$52,610 ","$268,346 ",0%,400154,970938,229760,"1,412,888","97,557","163,675","12,388","42,231","1,893","33,895","46,017","568,558","30,780","12,532","1,583,039","613,793","49,818","692,369","386,347","240,840","17,814","81,872","134,202","81,455","32,552","33,198","5,254","690,550","387,322","240,501","17,895","81,897","134,328","81,711","32,633","33,450","5,408","693,923","383,745","242,865","14,038","78,549","145,268","77,061","31,731","30,850","6,248"
ATLANTA (524),"348,346","1,403,999","252,839","124,360","258,805","100,753","237,257","227,231","222,451","223,609","226,798","237,118","237,433","222,986","192,087","163,439","123,008","220,658","226,256","223,478","233,431","240,987","249,848","249,674","236,763","210,993","185,948","141,883","$65,983 ","$64,527 ","$70,538 ","$74,458 ","$74,389 ","$73,319 ","6,440","6,248","5,608","6,095","5,699","4,807","5,343","8,859","10,895","12,365","8,013","4,526","6,346","4,600","4,104",38.9,32.2,33.7,"1,603,179","826,440","221,509","40,729","294,265","152,525","141,740","6,591,684","2,429,619","117,780","2,651,128",6%,48.8,"$52,188 ","$171,630 ",6%,1850309,4004932,736443,"4,161,278","1,968,140","704,489","35,458","297,160","6,491","123,157","170,975","1,576,426","716,958","90,720","6,995,225","2,581,438","117,780","2,768,100",50.5,"$52,437 ","$172,590 ",1885973,4151327,957925,"4,396,789","2,100,833","754,320","37,715","321,936","6,864","131,088","183,295","1,669,296","765,385","98,130","6,310,920","2,325,940","112,883","2,636,134",4%,47.6,"$51,379 ","$177,693 ",4%,1825151,3870618,615151,"4,010,661","1,871,388","655,170","33,663","276,937","5,324","112,947","158,720","1,519,949","681,336","83,857","5,121,440","1,881,315","91,665","2,651,128","1,603,179","826,440","363,713","611,300","300,242","153,031","71,819","83,886","19,188","2,768,100","1,697,005","884,433","380,728","644,401","319,390","163,495","77,402","90,691","20,898","2,636,134","1,544,303","781,637","269,049","647,543","307,263","148,072","71,262","81,754","19,360"
ALBANY  GA (525),"20,574","121,361","10,384","4,843","8,143","3,509","15,373","15,753","14,523","13,640","13,024","13,161","13,613","13,541","12,708","11,486","9,003","14,881","14,616","13,898","13,337","12,833","13,054","13,723","14,252","13,832","12,678","10,195","$44,083 ","$44,550 ","$46,601 ","$46,916 ","$47,281 ","$47,553 ",592,649,492,494,402,272,368,531,590,640,291,177,692,91,71,40.7,30.7,34.4,"96,071","58,621","20,516","2,380","19,356","10,361","8,995","420,648","154,692","17,802","175,208",0%,51.5,"$33,184 ","$89,566 ",0%,118356,243937,58355,"246,209","163,520","28,384","1,985","3,849",532,"4,553","6,625","95,023","56,554","1,150","420,349","154,518","17,802","175,817",52.5,"$33,341 ","$89,948 ",113512,239137,67700,"246,517","162,873","28,608","1,990","3,883",531,"4,555","6,679","95,209","56,206","1,147","419,886","154,818","16,831","175,339",0%,51,"$33,177 ","$90,646 ",0%,123001,243960,52925,"247,660","162,213","26,944","1,815","3,562",463,"4,173","6,278","95,973","56,130","1,002","404,488","147,145","13,746","175,208","96,071","58,621","53,631","29,425","7,612","3,063","1,298",725,317,"175,817","95,875","58,643","53,294","29,474","7,664","3,085","1,313",731,314,"175,339","96,316","58,502","53,127","29,171","9,065","2,671",886,974,422
UTICA (526),"12,530","65,593","9,679","4,901","10,087","4,063","9,170","10,038","8,589","7,211","6,786","7,621","8,840","9,451","9,004","8,338","6,507","9,802","9,036","8,080","6,887","6,683","7,510","8,619","9,500","9,305","8,686","7,034","$54,533 ","$54,425 ","$57,482 ","$59,678 ","$60,485 ","$60,909 ",295,333,302,254,235,187,241,359,431,523,276,131,376,114,79,43.4,26.6,26.5,"70,177","33,159","19,947","7,491","11,180","6,394","4,786","258,593","103,336","14,624","123,283",-1%,54.4,"$44,278 ","$118,566 ",-1%,61987,150950,45656,"231,790","14,586","11,562",714,"6,912",126,"4,465","3,013","95,771","4,320","1,883","256,654","102,497","14,624","122,839",55.6,"$44,428 ","$118,742 ",60204,145856,50594,"230,087","14,454","11,453",711,"6,855",124,"4,423","2,985","94,988","4,288","1,863","259,758","103,741","14,878","123,541",0%,53.5,"$43,809 ","$111,337 ",0%,65418,151462,42878,"233,646","14,312","11,179",648,"6,727",103,"4,322","2,898","96,628","4,164","1,758","257,373","100,308","13,654","123,283","70,177","33,159","30,327","25,646","8,001","2,744","1,049","2,104",306,"122,839","69,736","32,761","30,082","25,536","7,962","2,728","1,034","2,091",303,"123,541","70,061","33,680","32,201","24,957","7,343","2,501","1,110","1,713",236
INDIANAPOLIS (527),"127,078","704,460","107,819","53,781","110,272","43,275","102,794","102,306","97,097","94,833","92,040","94,408","98,508","99,891","91,313","78,334","58,972","101,721","98,202","98,575","95,653","92,824","94,479","99,856","103,005","96,473","85,165","66,410","$57,630 ","$58,170 ","$64,919 ","$66,887 ","$66,145 ","$64,918 ","3,534","3,251","3,002","3,274","2,680","2,209","2,481","4,241","4,786","5,631","3,265","1,730","3,423","1,301","1,288",38.6,31.2,31.2,"753,234","371,278","115,969","12,512","123,465","66,836","56,629","2,887,110","1,124,512","83,597","1,240,481",3%,50.7,"$47,948 ","$136,917 ",3%,781958,1716481,388671,"2,442,654","319,628","155,321","10,986","59,888","1,732","52,222","39,630","966,833","121,271","19,947","2,979,085","1,160,029","83,597","1,265,426",52.1,"$48,928 ","$137,995 ",783056,1728713,467316,"2,518,233","330,541","160,578","11,294","63,244","1,795","53,978","40,997","997,019","125,125","20,955","2,821,837","1,099,844","82,167","1,229,169",2%,49.5,"$45,095 ","$135,100 ",2%,785033,1687809,348995,"2,395,329","309,829","146,340","10,502","55,424","1,464","49,289","37,183","950,034","117,006","17,989","2,582,135","1,009,977","69,340","1,240,481","753,234","371,278","258,074","321,105","92,311","43,032","16,032","18,123","4,557","1,265,426","775,116","384,913","262,123","330,131","96,301","45,533","17,011","19,268","4,749","1,229,169","742,977","356,867","260,622","315,860","95,494","35,670","14,622","17,091","3,618"
MIAMI-FT. LAUDE (528),"275,985","1,116,987","137,982","67,891","140,430","53,056","145,995","152,877","154,296","149,836","152,656","161,548","173,049","164,570","142,892","120,988","94,715","147,336","138,035","153,586","153,226","156,464","164,882","176,689","172,285","155,757","135,526","109,654","$64,669 ","$62,491 ","$66,121 ","$68,874 ","$68,547 ","$65,861 ","4,531","4,207","4,164","3,524","3,310","2,485","3,011","5,066","6,139","7,322","4,400","2,498","4,429","2,830","2,503",42.1,32.1,36.8,"1,020,682","659,471","176,761","76,235","194,746","102,859","91,887","4,572,938","1,680,153","58,386","1,856,914",8%,51.2,"$45,258 ","$185,853 ",8%,1097095,2788463,687380,"3,352,851","1,023,693","2,200,354","15,166","109,093","3,467","68,668","741,298","1,279,896","327,523","36,954","4,952,268","1,819,711","58,386","1,911,002",52.9,"$45,599 ","$185,739 ",1185189,2929301,837778,"3,630,297","1,109,196","2,382,559","16,422","118,215","3,756","74,382","802,579","1,390,464","355,981","39,365","4,317,591","1,586,028","58,969","1,852,587",6%,50.8,"$43,892 ","$196,871 ",6%,1062223,2641462,613906,"3,172,903","968,243","2,077,177","12,695","99,918","2,513","61,319","699,868","1,212,070","309,663","33,332","3,953,414","1,465,231","52,329","1,856,914","1,020,682","659,471","236,415","319,061","193,457","112,966","55,711","78,820","24,252","1,911,002","1,107,122","712,589","257,589","345,199","209,190","122,414","60,493","85,774","26,463","1,852,587","959,107","626,921","186,216","302,809","215,199","114,238","50,900","65,135","24,610"
COLUMBUS  GA (522),"26,109","170,686","17,479","8,762","15,994","6,504","22,598","28,304","25,299","20,993","18,423","17,864","18,502","18,827","17,594","15,467","11,959","25,358","20,964","23,158","20,082","18,635","18,419","19,445","20,049","19,210","17,412","13,860","$46,953 ","$49,017 ","$54,509 ","$54,829 ","$54,800 ","$54,664 ","1,092",967,947,888,633,639,790,930,"1,138","1,345",680,316,"1,259",242,197,36.7,32.8,32.9,"140,341","93,407","27,377","5,593","23,766","11,674","12,092","603,154","233,748","23,748","261,125",8%,49.7,"$38,639 ","$126,524 ",8%,162320,363041,77793,"350,790","226,705","30,671","2,742","10,824","1,056","11,037","8,276","140,503","85,345","3,793","649,216","252,242","23,748","277,546",50.5,"$39,832 ","$128,021 ",171293,381164,96759,"378,826","242,367","33,114","2,970","11,824","1,158","12,071","9,028","152,031","91,492","4,140","572,656","221,575","23,727","255,725",5%,49,"$35,552 ","$124,503 ",5%,159612,344958,68086,"332,356","217,185","27,254","2,349","9,774",966,"10,026","7,258","133,200","81,553","3,288","536,148","202,115","22,075","261,125","140,341","93,407","57,677","47,102","19,084","9,299","3,008","3,301",870,"277,546","150,204","102,038","60,842","50,889","20,631","10,096","3,223","3,598",925,"255,725","134,656","86,919","56,125","45,720","17,900","7,939","2,838","3,284",850
BURLNGTN-PLTBRG (523),"56,245","204,862","36,010","17,832","36,991","13,939","29,317","32,713","28,690","25,519","24,370","26,716","30,438","33,334","32,552","29,364","22,397","29,600","27,715","25,859","23,732","23,165","25,965","30,265","33,740","33,166","29,914","23,108","$65,853 ","$64,665 ","$67,619 ","$69,367 ","$69,636 ","$68,866 ",947,694,768,844,732,629,684,"1,107","1,535","1,930","1,068",543,894,542,445,42.6,30.7,28.6,"242,048","100,664","92,035","59,027","25,572","15,379","10,193","850,062","342,712","46,078","434,747",0%,53.7,"$53,241 ","$197,070 ",0%,193530,519102,137430,"802,154","15,101","15,340","6,907","12,212",230,"13,458","3,628","329,614","3,086","3,459","850,516","342,807","46,078","437,713",55.4,"$54,573 ","$197,810 ",189902,497459,163155,"802,410","15,148","15,365","6,933","12,303",231,"13,491","3,652","329,662","3,073","3,502","850,060","342,692","46,292","432,140",0%,52.3,"$48,960 ","$198,555 ",0%,202203,524938,122919,"804,111","14,424","14,509","6,744","11,595",173,"13,013","3,357","331,329","2,117","3,090","819,534","317,857","39,619","434,747","242,048","100,664","43,467","79,897","60,559","28,683","11,743","15,034","2,665","437,713","242,013","100,794","43,181","79,567","60,755","28,860","11,823","15,135","2,692","432,140","242,105","100,587","40,979","81,247","64,396","28,259","10,403","13,427","3,394"
BUFFALO (514),"72,032","396,545","63,275","31,777","69,390","26,285","54,680","58,405","53,427","46,676","42,978","47,870","54,553","59,882","57,782","50,317","38,045","55,724","52,022","51,125","45,544","43,028","48,785","55,938","62,242","60,067","53,352","42,115","$57,759 ","$57,021 ","$60,473 ","$62,550 ","$62,736 ","$62,687 ","1,769","1,955","1,706","1,666","1,362","1,225","1,284","2,232","2,607","3,278","1,940",952,"1,938",769,555,43.2,31.9,28.6,"442,116","212,484","93,698","31,845","67,504","38,424","29,080","1,597,896","654,600","59,088","748,298",-1%,53.6,"$46,633 ","$116,139 ",-1%,381920,947695,268281,"1,371,736","156,193","64,659","13,263","29,676",535,"26,493","18,818","574,162","60,054","9,083","1,585,975","649,593","59,088","746,973",55.1,"$46,905 ","$116,758 ",372417,910956,302602,"1,360,828","155,626","64,246","13,132","29,569",532,"26,288","18,774","569,068","60,020","9,054","1,605,701","658,193","58,333","749,412",-1%,52.7,"$45,442 ","$114,209 ",0%,399658,952973,253070,"1,383,164","154,796","62,236","13,231","28,572",389,"25,549","17,982","580,277","58,894","8,466","1,655,511","651,237","58,257","748,298","442,116","212,484","193,350","171,685","47,709","15,511","5,393","6,893","1,575","746,973","438,898","210,695","190,795","170,983","47,741","15,559","5,405","6,867","1,548","749,412","443,794","214,399","197,299","173,111","46,498","14,035","5,848","5,922","1,081"
CINCINNATI (515),"105,186","558,429","82,884","42,118","92,728","34,801","82,058","78,567","75,219","73,693","71,208","75,527","81,339","84,739","78,545","67,199","49,009","76,662","78,109","75,612","75,139","72,815","77,167","83,467","88,183","82,801","72,530","54,482","$64,495 ","$63,059 ","$68,991 ","$71,491 ","$71,178 ","$70,229 ","2,261","2,185","2,106","2,005","1,863","1,560","1,800","2,969","4,050","4,585","2,976","1,706","2,454","1,634","1,134",39.4,32,33,"615,699","295,973","94,839","8,757","87,603","49,422","38,181","2,340,617","911,672","49,262","1,006,511",1%,51.4,"$52,814 ","$158,345 ",1%,630870,1390412,319335,"1,985,146","264,463","60,864","5,873","43,560","1,807","39,768","15,794","779,307","106,099","14,576","2,366,521","921,333","49,262","1,013,781",52.9,"$53,334 ","$158,661 ",615328,1367564,383629,"2,008,667","265,519","61,746","5,930","44,365","1,832","40,208","16,026","788,425","106,323","14,758","2,321,890","904,648","49,383","1,002,881",1%,50.1,"$50,804 ","$159,345 ",1%,645153,1388467,288270,"1,973,360","261,507","57,431","5,479","41,756","1,668","38,120","14,809","775,754","104,511","13,721","2,189,945","847,901","44,207","1,006,511","615,699","295,973","147,997","273,974","109,625","46,718","15,443","17,797","4,145","1,013,781","621,882","299,451","148,565","276,802","111,331","47,333","15,718","17,954","4,179","1,002,881","613,174","291,474","139,423","281,677","113,063","42,896","15,881","16,061","4,173"
ERIE (516),"20,240","104,751","15,689","7,970","15,375","6,166","14,651","14,971","13,066","11,634","11,054","12,011","13,322","14,738","14,775","13,189","10,022","14,830","14,011","12,907","11,486","11,126","12,262","13,657","15,087","15,193","13,677","10,736","$51,908 ","$51,650 ","$55,083 ","$57,198 ","$57,875 ","$57,756 ",445,536,524,431,446,285,406,649,656,755,468,151,612,134,95,41.9,27.1,29.7,"112,591","49,363","25,442","10,758","15,326","8,723","6,603","408,266","161,954","17,643","187,396",-1%,53.8,"$42,766 ","$114,567 ",-1%,101691,238985,67590,"374,075","22,464","11,071",924,"3,850",160,"6,793","2,906","151,819","7,116","1,222","403,929","160,135","17,643","187,392",55.1,"$42,951 ","$114,884 ",97910,229543,76476,"369,930","22,361","11,011",913,"3,826",158,"6,741","2,896","150,041","7,078","1,221","411,146","163,208","17,538","187,384",-1%,52.8,"$42,033 ","$114,460 ",-1%,106575,241195,63376,"377,527","22,410","10,646",871,"3,700",126,"6,512","2,754","153,561","6,966","1,111","415,080","158,883","16,688","187,396","112,591","49,363","50,163","42,098","12,968","3,883","1,559","1,359",561,"187,392","111,337","48,798","49,463","41,693","12,874","3,854","1,550","1,349",554,"187,384","113,293","49,915","50,469","42,722","13,603","3,461","1,100","1,635",303
CHARLOTTE (517),"150,506","735,497","113,976","57,880","116,839","45,792","106,975","100,714","97,223","98,833","102,781","110,298","111,800","106,708","94,560","83,456","64,675","98,065","101,266","98,128","102,064","106,913","113,654","114,515","110,890","101,277","92,189","73,606","$61,040 ","$61,256 ","$66,710 ","$68,322 ","$66,987 ","$65,603 ","3,473","3,285","2,931","2,952","2,633","2,066","2,601","3,921","4,639","5,301","3,132","1,772","3,541","1,762","1,577",40.3,32.8,31.2,"807,936","378,659","114,907","29,989","156,195","83,869","72,326","3,076,657","1,186,595","60,817","1,301,502",6%,50.4,"$46,829 ","$162,063 ",6%,825524,1844068,407065,"2,293,479","625,286","258,404","20,805","81,465","3,142","52,480","65,598","909,216","233,134","24,423","3,252,793","1,255,262","60,817","1,375,525",52,"$47,457 ","$163,473 ",844180,1901581,507032,"2,412,757","670,575","277,529","22,088","88,106","3,332","55,935","70,605","958,035","249,559","26,318","2,957,650","1,140,573","59,970","1,286,713",4%,49.1,"$45,472 ","$160,576 ",4%,814960,1790846,351844,"2,219,881","592,501","239,568","19,382","75,061","2,736","48,089","60,669","880,739","220,031","22,135","2,412,073","928,873","49,827","1,301,502","807,936","378,659","208,826","314,421","132,870","62,977","35,069","42,542","11,231","1,375,525","851,251","404,011","214,875","332,029","141,269","67,503","37,674","45,790","12,111","1,286,713","781,393","359,180","206,462","304,133","138,034","59,433","25,966","37,534","9,831"
GREENSBRO-HP-WS (518),"83,773","472,205","63,210","31,347","61,468","24,454","60,539","57,353","52,183","51,099","52,661","58,291","61,646","62,088","57,463","51,853","41,050","60,084","58,771","55,840","54,229","56,015","61,088","64,789","65,704","62,513","57,815","46,928","$53,030 ","$52,554 ","$56,553 ","$58,968 ","$59,475 ","$59,041 ","2,015","2,463","2,130","1,970","1,617","1,178","1,433","2,316","2,563","2,976","1,611",754,"2,252",720,558,42.6,33.2,30.7,"477,822","233,935","83,599","12,277","86,559","47,042","39,517","1,772,239","711,757","39,443","795,356",3%,52.3,"$41,236 ","$144,870 ",3%,455636,1042714,273889,"1,327,128","364,452","155,291","13,727","36,114","1,250","29,568","38,236","545,789","143,790","10,517","1,818,707","730,964","39,443","804,278",53.7,"$41,440 ","$145,250 ",455302,1040093,323312,"1,356,575","378,544","159,847","14,136","37,664","1,288","30,500","39,373","558,659","148,987","10,884","1,739,702","698,346","39,353","787,802",2%,51,"$40,825 ","$144,971 ",2%,460062,1034347,245293,"1,310,638","353,034","148,049","13,066","33,976","1,012","27,976","36,381","539,405","138,708","9,658","1,560,555","621,965","34,481","795,356","477,822","233,935","146,500","205,950","67,333","27,065","12,185","15,158","3,631","804,278","488,854","242,110","149,015","210,855","69,175","27,889","12,536","15,637","3,747","787,802","471,643","226,703","143,881","204,441","68,558","28,084","11,012","12,884","2,783"
